Company/Brand,Stage,Amount($),HeadQuarter,What it does,Sector,Funded Year,Founded,Investor
Sapio analytics,None,150000.0,Mumbai,Sapio analytics provides ai-powered policymaking solutions for government institutions.,Tech company,2020,2018,None
Taimei,None,176000000.0,Jiaxing,Taimei technology provides a cloud platform for clinical research collaboration.,Healthcare,2020,2013,Cowin venture
Avanse financial services,None,15000000.0,Mumbai,"Avanse, regulated by the reserve bank of india, is an education finance company that operates as a non-banking finance company (nbfc).",Fintech,2020,2012,International finance corporation
Industry buying,None,15000000.0,New delhi,India's largest industrial ecommerce platform,E-commerce,2020,2013,Blacksoil
Hopscotch,None,25000000.0,Mumbai,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",E-commerce,2020,2011,Marc lore
Pristyn care,None,11000000.0,Gurugram,Pristyn care is health care startup that is disrupting day care procedures.,Healthcare,2020,2018,Sequoia capital india
Woodenstreet,None,1000000.0,Rajasthan,Wooden street is a online furniture platform that provides custom made & ready to order furniture.,Home design,2020,2015,Ian fund
Acko general insurance,None,60000000.0,Mumbai,Acko general insurance is a private sector general insurance company in india.,Insuretech,2020,2016,Rps ventures
Farmers fresh zone,None,470000.0,Kochi,Farmersfz is an online venture for fresh and safe vegetables and agri products.,Agritech,2020,2015,Artha india ventures
Invento,None,0.0,Bangalore,Invento robotics specializes in developing service robots intended for customer interactions.,AI,2020,2016,Chiripal group
Infurnia,None,240000.0,Bangalore,Infurnia technologies is an eponymous cloud-based architecture design software platform.,Tech startup,2020,2014,Pallav nadhani
Analytiqsports's supercric,None,0.0,Bangalore,Supercric is india's first strategy cricket manager simulation game,Entertainment,2020,2019,None
Snowflake,None,3000000000.0,California,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,Tech company,2020,2012,Salesforce ventures
Genietalk,None,750000.0,Indore,Genietalk as a virtual assistant uses ai to bring conversation commerce with a personalised experience on the app.,Tech company,2020,2016,None
Classplus,None,10000000.0,Noida,Classplus offers a mobile-first saas platform for 3000+ tutors to offer their curriculum and operations completely online.,Edtech,2020,2018,Spiral ventures
Mobile premier league,None,74000000.0,Bangalore,Mobile premier league(mpl) is a skill based e-sports platform where you can play your favourite mobile games,Entertainment,2020,2018,Sequoia capital india
Fourth partner energy,None,16000000.0,Hyderabad,Fourth partner energy provides turnkey rooftop solar energy solutions for customers in india.,Solar solution,2020,2010,Responsability
Flipkart,None,62000000.0,Bangalore,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,E-commerce,2020,2007,Tencent holdings
Vivriti capital,None,1000000.0,Chennai,Vivriti capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,Fintech,2020,2017,Aspada
Insurancedekho,None,20000000.0,Ludhiana,The funding for branding and marketing activities as well as strengthening the product and technology teams,Fintech,2020,2017,Girnarsoft
Bestdoc,None,2100000.0,Kochi,An intelligent patient relationship management (prm) system for hospitals and other healthcare providers in india.,Healthcare,2020,2016,None
Byju’s,None,500000000.0,Bangalore,An indian educational technology and online tutoring firm,Edtech,2020,2011,Owl ventures
Melorra,None,12500000.0,Bangalore,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,Jewellery startup,2020,2015,Jamshed jeejeebhoy
Reliance,None,2200000000.0,Mumbai,"Reliance owns businesses across india engaged in energy, petrochemicals, textiles, natural resources",Multinational conglomerate company,2020,1973,Facebook
Inflexor ventures,None,10000000.0,Mumbai,Experienced venture capital-general partner focused on technology investments.,Fintech,2020,2020,None
Pandorum,None,5060000.0,Bangalore,A bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,Deeptech startup,2020,2011,021 capital
Speakin,None,0.0,Noida,"Ai-enabled network of speakers and thought leaders, aka. experts",Social network,2020,2018,Homage ventures.
Letsup,None,0.0,Mumbai,"Provides news, jobs, information & entertainment on whatsapp, absolutely free",Publication,2020,2015,None
Newsreach,None,0.0,Gujarat,Newsreach india offers partner publications a digital footprint,Publication,2020,2018,Mumbai angels
Dream11,None,225000000.0,Mumbai,Dream11 is india’s biggest sports game with 30 million+ users playing fantasy cricket,Entertainment,2020,2008,Steadview capital
Signalx,None,750000.0,Hyderabad,"An ai-powered saas platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",Saas platform,2020,2018,None
Jetsynthesys,None,40000000.0,Mumbai,Gaming and entertainment startup,Tech,2020,2012,Adar c. poonawalla
Vesta space technology,None,10000000.0,Pune,Vestaspace technology specialises in making small satellite platforms for commercial and scientific applications.,Tech startup,2020,2018,None
Dozee,None,1600000.0,Bangalore,Dozee offers health and wellness monitoring products.,Healthtech,2020,2015,None
Rebel foods,None,50000000.0,Pune,"Known for its larger brands – faasos, behrouz biryani, oven story and mandarin",Food and Beverages,2020,2011,Coatue management
Nykaa,None,24700000.0,Mumbai,Cosmetics & beauty products online,Fashion,2020,2012,Steadview capital
Ketto,None,7700000.0,Mumbai,"Crowdfunding, charity, e-commerce",Finance,2020,2012,Mumbai angels
Suryoday,None,800000.0,Mumbai,Banks that extends two distinct fixed deposit schemes,Finance,2020,2008,Gaja capital
Sucseed,None,1300000.0,Hyderabad,Venture partners,Finance,2020,2016,Dr. moti vyas
Unacademy,None,150000000.0,Bangalore,Unacademy is an indian online education technology company,Edtech,2020,2015,Nexus venture partners
Strata,None,19067328.0,Bangalore,"Commercial real estate, commercial property investment, best long term investments",Real estate,2020,2019,Propstack
3one4 capital,None,100000000.0,Bangalore,Use transformative capital and a deep involvement strategy to help indian entrepreneurs,Venture capital,2020,2016,None
We-hub,None,0.0,Hyderabad,We hub is the first-of-its-kind and only state-run platform for women entrepreneurs.,Entreprenurship,2020,2018,None
Zomato,None,62000000.0,Haryana,Get online food delivery from restaurants near you,Food and Beverages,2020,2008,Macritchie investments
Vicara,None,0.0,Bangalore,A deep tech startup pioneering in motion-based interfaces and insights.,Tech startup,2020,2017,None
Gaana,None,51000000.0,Gurugram,Gaana is a commercial music streaming service providing free and licensed music.,Entertainment,2020,2010,Tencent holdings
Em3 agri,None,1000000.0,Noida,A pioneering organization in the farming-as-a service (faas) space,Agritech,2020,2013,Global innovation fund
Plum,None,115000.0,Thane,"Shampoos, conditioner & hair mask for healthy, happy hair",Cosmetics,2020,2013,Ronald conway
Odwen,None,54000.0,Noida,India's first do-it-yourself warehouse management system.,Warehouse,2020,2018,Prospect partners.
Fasal,None,20000.0,Bangalore,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in indian languages,Agritech,2020,2018,Omnivore
Trukky,None,0.0,Ahmedabad,"Transportation, logistics services & cargo services.",Logistics,2020,2015,Mumbai angels.
Bankbazaar,None,9000000.0,Chennai,Check your latest credit score and get your credit report online in india for free,Online financial service,2020,2008,Ramesh srinivasan
Specsmakers,None,3000000.0,Chennai,"A leader in crafting stylish, high-quality, eyewear at affordable prices.",Eyeglasses,2020,2011,Eight roads ventures
Grinntech,None,2000000.0,Dehradun,"Grinntech has a range of lithium-ion batteries which sets new standards in electrical safety, energy density, durability",Battery design,2020,2013,Ashok leyland
Creditmantri,None,803146.0,Chennai,Creditmantri is a provider of comprehensive credit analysis and credit improvement programs.,Online credit management startup,2020,2012,Ranjit punja
Chai waale,None,238000.0,Chennai,Given the rising trend in the number of tea stalls in the city,Beverage,2020,2018,Gunavanth vaid
Deepsync,None,300000.0,Bangalore,"Deepsync is a revolutionary way to record your content, without you really speaking.",Tech startup,2020,2018,Venkat raju
Connectedh,None,0.0,Gurgaon,The company’s vision is simple – connected healthcare.,Healthcare,2020,2016,None
Reliance retail,None,10220000.0,Mumbai,"Retailer delivering superior value to its customers, suppliers and shareholders.",E-commerce,2020,2006,Silver lake partners
Qshala,None,300000.0,Bangalore,A platform that helps kids learn about life skills,Edtech,2020,2014,None
Pitstop,None,1020000.0,Bangalore,"Pitstop owns and operates a network of garages that provides car repair, detailing",Car service,2020,2015,Clairvest group
Zomato,None,100000000.0,Haryana,Get online food delivery from restaurants near you,Food and Beverages,2020,2008,Macritchie investments
Customfit ai,None,0.0,Bangalore,Operates on a saas model by providing a hyper-personalised website to users.,Saas,2020,2019,None
Nirmata,None,0.0,San francisco,Nirmata offers a complete solution for kubernetes management and deployment for cloud-based apps,Tech,2020,2013,Damien toledo
Hire me car,Seed,0.0,Noida,Hiremecar.com offers customers the fastest and easiest way to plan road travel.,Traveltech,2020,2015,Us based nri investors
Oga fit,Series B,0.0,Bangalore,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Fitness startup,2020,2017,Inflection point ventures
Shipskart,Series B,200000.0,New delhi,"Shipskart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",E-commerce,2020,2018,Betatron
Squadstack,Series A,5000000.0,San francisco,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using artificial intelligence & data science.",Tech company,2020,2014,Chiratae ventures
Financepeer,Series B,3000000.0,Mumbai,Financepeer is an ai based peer to peer lending platform.,Edtech,2020,2017,Ravi sanghvi
Cashify,Debt,10000000.0,Gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,E-commerce,2020,2009,Bessemer venture partners
Etrio,Series A,3000000.0,Hyderabad,"Etrio is an electric vehicle company in india with tata ace electric, electric tata ace ht",Ev startup,2020,2017,Hnis
Codeyoung,Seed,0.0,Bangalore,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,Edtech,2020,2019,Guild capital
Stayqrious,Seed,2000000.0,Bangalore,"Live online coding courses with social learning. build coding skills, confident communication and leadership skills with your very own coach.",Edtech,2020,2020,Y combinator
Sunstone eduversity,Series A,3000000.0,Gurugram,India's only business school that offers mba & pgdm programs with 100% placement assurance.,Edtech,2020,2014,Prime venture partners
Infilect,Series B,1500000.0,Bangalore,Infilect technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,Saas,2020,2015,Mela ventures
